class	cid	kegg	name	cas	formula	mass	mPlusH	mPlusHCCS	mPlusHRsd	mPlusNa	mPlusNaCCS	mPlusNaRsd	mMinusH	mMinusHCCS	mMinusHRsd	mPlusDot	mPlusDotCCS	mPlusDotRsd
Lipids			LacCer (d18:1/8:0)	939036-94-9	N/A	749.49185	750.4997916	279.46667	0.291431	772.4816216	279.1666667	0.180295	748.4839116	268.667	0.236872			
Lipids	46891872		PG(17:0/17:0)	799268-52-3	C40H78NaO10P	750.54094	751.548881	N/A	N/A	773.530711	95.96666667	173.2051	749.533001	275.967	0.357498			
Lipids	24778933		PC(18:1(9Z)/16:0)	59491-62-2	C42H82NO8P	759.57711	760.5850502	290.23333	0.312637	782.5668802	292.0666667	0.206381	758.5691702	N/A	N/A			
Lipids	46891830		PG (18:1/18:1) (del9-trans)	322647-40-5	C42H78NaO10P	774.54039	775.5483324	293.23333	0.085823	797.5301624	283.7333333	0.773237	773.5324524	281.5	0.32655			
Lipids	46891830		PG (18:1/18:1) (del9-cis)	67254-28-8	C42H78NaO10P	774.54039	775.5483324	292.9	0.09033	797.5301624	287.7666667	0.299607	773.5324524	281.167	0.751391			
Lipids			PC (18:1/18:1) (del9-cis)	56391-91-4	N/A	785.59276	786.6007	294.83333	0.10362	808.58253	296.4333333	0.084896	784.58482	278	0.152613			
Lipids	5364680		PC (18:1/18:1) (del9-trans)	56782-46-8	C44H84NO8P	785.59276	786.6006994	295.7	0.300581	808.5825294	298.2666667	0.724008	784.5848194	N/A	N/A			
Lipids			PG (16:0/16:0) 4Me	474967-73-2	N/A	834.63429	835.6422276	309.73333	0.595613	857.6240576	308.7666667	0.410092	833.6263476	293.1	0.325465			
Lipids	24978558		LTB4	71160-24-2	C20H32O4	336.22938	337.2366592	N/A	N/A	359.2186012	195	0.153846	335.2221072	186.433	0.081934			
Lipids	5280914	C06314	LXA4	89663-86-5	C20H32O5	352.22496	353.2322382	N/A	N/A	375.2141802	196.8333333	0.127855	351.2176862	192.967	0.666343			
Lipids	91820204		PGE2	363-24-6	C20H31O5-	352.22496	353.2322382	N/A	N/A	375.2141802	197.4667	0.11	351.2176862	191.033	0.030222			
Lipids	5282948		13-HODE	73804-64-5	C18H32O3	296.23513	297.2424082	N/A	N/A	319.2243502	190.8	0.685361	295.2278562	182.133	0.51894			
Lipids	5353269		11(12)-EET	81276-02-0	C20H32O3	320.23513	321.2424082	188.5	1.861306	343.2243502	186.0666667	0.388795	319.2278562	185.8	0.938407			
Lipids	5282944		9-HODE	98524-19-7	C18H32O3	320.23513	321.2424082	N/A	N/A	343.2243502	188.1333333	0.452068	319.2278562	179.667	0.08502			
Lipids	5280733	C04805	5S-HETE	70608-72-9	C20H32O3	320.23447	321.2417442	N/A	N/A	343.2236862	187.2	0.474797	319.2271922	186.2	0.053706			
Lipids	5283155	C14777	12S-HETE	54397-83-0	C20H32O3	320.23447	321.2417442	N/A	N/A	343.2236862	192.3	0.425655	319.2271922	183.833	0.571385			
Lipids	5282263	C13809	8-iso-PGF2a	27415-26-5	C20H34O5	354.24061	355.2478874	N/A	N/A	377.2298294	197.9666667	0.058328	353.2333354	196.2	0.08828			
Lipids	5283154	C14776	8S-HETE	98462-03-4	C20H32O3	320.23513	321.2424082	N/A	N/A	343.2243502	186.2333333	0.640613	319.2278562	184.867	1.938565			
Lipids	5942660		TXB2	54397-85-2	C20H34O6	370.23486	371.2421384	178.16667	0.085736	393.2240804	201	N/A	369.2275864	193.4	0.051706			
Lipids	160		8-iso-15R-PGF2a	214748-65-9	C20H34O5	354.24061	355.2478874	59.633333	173.2051	377.2298294	197.1	0.087877	353.2333354	196.7	0.101678			
Lipids			17(S)-HDHA	92693-03-3	N/A	344.23513	345.2424082	N/A	N/A	367.2243502	190.5	0.363685	343.2278562	193.8	0.154799			
Lipids	1202		Carbocyclic Thromboxane A2	74034-56-3	C22H36O3	348.26643	349.2737066	N/A	N/A	371.2556486	N/A	N/A	347.2591546	197.967	0.14582			
Lipids			"1,2-Diacyl-sn-glycero 3-phosphocholine"	232-307-2	C42H80NO8P	757.56213	758.569401	N/A	N/A	780.551343	N/A	N/A	756.554849	N/A	N/A			
Lipids	460602		1-Palmitoyl-2 Hydroxy-sn-Glycero-3-Phosphocholine	17364-16-8	C24H50NO7P	495.33247	496.339748	230.16667	0.139662	518.32169	233.8333333	0.172835	494.325196	N/A	N/A			
Lipids	16218868		Acetyl coenzyme A	102029-73-2	C23H38N7NaO17P3S	809.12577	810.1330448	N/A	N/A	832.1149868	N/A	N/A	808.1184928	N/A	N/A			
Lipids	5281915	C11378	Coenzyme Q10 min 98% HPLC	303-98-0	C59H90O4	862.68387	863.69115	N/A	N/A	885.673092	N/A	N/A	861.676598	N/A	N/A			
Lipids	14259		Methyl Arachidate	1120-28-1	C21H42O2	326.31846	327.3257392	N/A	N/A	349.3076812	N/A	N/A	325.3111872	N/A	N/A			
Lipids	13584		Methyl Behenate	929-77-1	C23H46O2	354.34976	355.3570376	119.33333	86.60258	377.3389796	N/A	N/A	353.3424856	155.3	0.402125			
Lipids	5284421		Methyl Linoleate	112-63-0	C19H34O2	294.25587	295.2631424	186.2	0.193639	317.2450844	186.0666667	1.635743	293.2485904	182.2	0.095063			
Lipids	8181	C16995	Methyl Palmitate	112-39-0	C17H34O2	270.25587	271.2631424	N/A	N/A	293.2450844	N/A	N/A	269.2485904	N/A	N/A			
Lipids	8201		Methyl Stearate	112-61-8	C19H38O2	298.28716	299.2944408	N/A	N/A	321.2763828	N/A	N/A	297.2798888	N/A	N/A			
Lipids	210602		Methyl Tetracosanoate	2442-49-1	C10H15N	382.38106	383.388336	186.53333	0.08189	405.370278	N/A	N/A	381.373784	N/A	N/A			
Lipids	536145		Succinyl Coenzyme A Sodium Salt	604-98-8	C6H12O2	867.13125	868.138524	103.83333	173.2051	890.120466	256.0333333	10.15871	866.123972	N/A	N/A			
Lipids	6441567		Tiglyl Glycine	35842-45-6	C7H11NO3	157.07389	158.0811656	N/A	N/A	180.0631076	145.9	0.06854	156.0666136	142.167	0.177018			
Microbiome	798	C00463	Indole	120-72-9	C8H7N	117.05718	118.0651222	84.1	86.64761	140.0469522	48	173.2051	116.0492422	N/A	N/A			
Microbiome	5610	C00483	Tyramine	51-67-2	C8H11NO	137.0834	138.0913356	122.76667	0.124425	160.0731656	139.2333333	0.832432	136.0754556	N/A	N/A			
Microbiome	18943026		Sodium Salicylate	54-21-7	C7H6NaO3+	138.03106	139.039	N/A	N/A	161.02083	N/A	N/A	137.02312	122.7	0.355248			
Microbiome	1150	C00398	Tryptamine	61-54-1	C10H12N2	160.09938	161.1073192	127.73333	0.0452	183.0891492	N/A	N/A	159.0914392	N/A	N/A			
Microbiome	8742	C00493	Shikimic Acid	138-59-0	C7H10O5	174.05216	175.060097	148.7	0.293134	197.041927	N/A	N/A	173.044217	139.8	0.123895			
Microbiome	6047	C00355	"3,4-Dihydroxy-L-phenylalanine"	59-92-7	C9H11NO4	197.06869	198.0766292	153.46667	0.150482	220.0584592	150.3	0.11524	196.0607492	143.5	0.303756			
Microbiome	439280	C00643	5-Hydroxy-L-Tryptophan	895096	C11H12N2O3	220.08412	221.0920642	157.03333	0.097274	243.0738942	155.6333333	0.561377	219.0761842	152.9	0.065402			
Nucleotides	6083	C00020	AMP	61-19-8	C10H14N5O7P	347.06308	348.0703584	172.4	0.571279	370.0523004	186.5333333	0.965471	346.0558064	175.167	0.237678			
Nucleotides	20712	C18344	Adenosine 5' Monophosphate Disodium Salt	4578-31-8	C10H12N5Na2O7P	347.06308	348.0703584	171.76667	0.067225	370.0523004	178.2666667	0.032387	346.0558064	175.133	0.032966			
Nucleotides	6022	C00008	"Adenosine 5' Diphosphate Sodium Salt, From Bacterial Source"	20398-34-9	C10H15N5O10P2	427.02942	428.036691	187.6	0.21322	450.018633	195.8666667	0.193292	426.022139	185.867	0.672704			
Nucleotides	5957	C00002	"Adenosine 5' Triphosphate (ATP) Disodium Salt Hydrate, Not From Bacteria"	34369-07-8	C10H16N5O13P3	506.99575	508.0030236	N/A	N/A	529.9849656	N/A	N/A	505.9884716	197.8	0.315723			
Nucleotides	16218834		Adenosine 5' Diphosphoglucose Disodium Salt	102129-65-7	C16H23N5Na2O15P2	589.08224	590.089512	217.13333	0.586783	612.071454	220.9	2.448315	588.07496	217.967	0.577293			
Nucleotides	643975	C00016	Flavin Adenine Dinucleotide	146-14-5	C27H33N9O15P2	785.15713	786.1644048	164.86667	86.60307	808.1463468	N/A	N/A	784.1498528	257.833	0.626987			
Nucleotides	20819		Inosine 5?-monophosphate disodium salt hydrate	352195-40-5	C10H11N4Na2O8P	348.0471	349.0543748	176.63333	0.284953	371.0363168	173.6333333	0.266009	347.0398228	173.433	0.088076			
Nucleotides	1023	C00013	Pyrophosphoric Acid	206975	H4O7P2	177.94323	178.9505054	N/A	N/A	200.9324474	144.8	0.483425	176.9359534	N/A	N/A			
Nucleotides	25110006		Cytidine-5' Monophosphate	63-37-6	C9H14N3O8P	323.05185	324.0591254	167.9	0.119119	346.0410674	170.7	0.211222	322.0445734	167.533	0.75816			
Nucleotides	6804	C00144	Guanosine 5' Monophosphate Disodium Salt Hydrate	85-32-5	C10H14N5O8P	363.058	364.0652734	181.23333	0.13886	386.0472154	177	0.056497	362.0507214	171.367	0.220926			
Nucleotides	16219084		Cytidine 5' Triphosphate	36051-68-0	C9H14N3Na2O14P3	482.98451	483.9917906	N/A	N/A	505.9737326	203.8	0.321759	481.9772386	191.133	0.288153			
Nucleotides	4231851		?-Nicotinamide Adenine Dinucleotide Sacchatomyces Cerevisiae	7298-93-3	C21H27N7O14P2	663.10912	664.1163942	240.63333	0.270387	686.0983362	233.4	0.772397	662.1018422	225.933	0.204432			
Nucleotides	68239		?-Nicotinamide Adenine Dinucleotide Hydrate	53-84-9	C6F4O2	663.10912	664.1163942	228.23333	0.025296	686.0983362	225.0333333	0.06788	662.1018422	226.9	0.116604			
Nucleotides	16219751		"?-Nicotinamide Adenine Dinucleotide, Reduced Dipotassium Salt"	104809-32-7	C21H29KN7O14P2	665.12477	666.1320434	235.1	1.217277	688.1139854	241.3333333	0.086257	664.1174914	224.4	0.044563			
Nucleotides	643976	C00061	Riboflavin 5'-Monophosphate Sodium Salt Hydrate 90%	146-17-8	C17H21N4O9P	456.10461	457.1118866	200.4	0.277833	479.0938286	209.5333333	0.180684	455.0973346	199.7	0.264973			
Nucleotides	153672		TMP	33430-62-5	C10H13N2Na2O8P	322.0566	323.063876	162.96667	0.035428	345.045818	168.8333333	0.090475	321.049324	N/A	N/A			
Nucleotides	20571		"Thymidine 5' Triphosphate Sodium Salt, approx 97%"	18423-43-3	C20H16N2	504.97904	505.9863112	206.3	0.096946	527.9682532	204.5333333	1.915119	503.9717592	N/A	N/A			
Nucleotides	8629	C00029	UMP	133-89-1	C15H24N2O17P2	324.03587	325.0431418	N/A	N/A	347.0250838	N/A	N/A	323.0285898	164.6	0.219049			
Nucleotides	44298965		Uridine 5' - Diphosphate	21931-53-3	C9H14N2O12P2	404.0022	405.0094744	N/A	N/A	426.9914164	N/A	N/A	402.9949224	N/A	N/A			
Nucleotides	119803	D07738	Uridine 5'- Diphosphate Disodium Salt	28053-08-9	C15H22N2Na2O17P2	404.0022	405.0094744	N/A	N/A	426.9914164	N/A	N/A	402.9949224	N/A	N/A			
Nucleotides	88265		Uridine 5' Triphosphate Trisodium Salt Hydrate	19817-92-6	C9H12N2Na3O15P3	483.96853	484.975807	N/A	N/A	506.957749	N/A	N/A	482.961255	N/A	N/A			
Nucleosides	96373		1-Methylguanosine	2140-65-0	C11H15N5O5	297.10731	298.11459	167.9	0.178678	320.096532	179.8333333	0.169882	296.100038	166.033	0.092001			
Nucleosides	439182	C05198	5'-Deoxyadenosine	4754-39-6	C10H13N5O3	251.10183	252.1091108	161.23333	0.40354	274.0910528	171.0666667	0.643909	250.0945588	159.333	0.315893			
Nucleosides	74969		5-Methylcytidine	2140-61-6	C9H10O4	257.10117	258.108442	156.66667	0.257965	280.090384	168.0666667	0.595993	256.09389	159.6	0.273114			
Nucleosides	46936410		8-hydroxy-2'-deoxyguanosine	88847-89-6	C10H13N5O5	283.09166	284.0989408	N/A	N/A	306.0808828	N/A	N/A	282.0843888	N/A	N/A			
Nucleosides	6021	C00294	Inosine	58-63-9	C10H12N4O5	268.08077	269.0880422	158.4	0.227623	291.0699842	174.4333333	0.466913	267.0734902	160.833	0.094976			
Nucleosides	45356795		Uridine	58-96-8	C9H12N2O6	244.06953	245.0768092	158.83333	2.916122	267.0587512	164.2666667	0.597501	243.0622572	153.567	0.358644			
Nucleosides	64959	C01762	Xanthosine	146-80-5	C10H12N4O6	284.07568	285.0829572	165.6	0.104592	307.0648992	176.5	0.2944	283.0684052	160.5	0.107916			
Organic Acids			Argininosuccinic acid disodium salt hydrate	918149-29-8	C10H16N4Na2O6	290.12196	291.1299	166.5	0.06006	313.111178	171.3	0.404449	289.11402	168.167	0.293333			
Organic Acids	469		DL-2-Aminoadipic Acid	542-32-5	C6H11NO4	161.0688	162.0760806	N/A	N/A	184.0580226	N/A	N/A	160.0615286	131.4	0.62			
Organic Acids	70684		3-Bromopyruvic Acid	1113-59-3	C3H3BrO3	165.92589	166.9331668	140.76667	0.766218	188.9151088	152.6	0.327654	164.9186148	N/A	N/A			
Organic Acids	444539	C00423	Cinnamic acid	140-10-3	C9H8O2	148.05243	149.0597028	144.53333	0.079892	171.0416448	N/A	N/A	147.0451508	96.27	86.6			
Organic Acids	6429511		Cis-Aconitic acid	4271-99-2	C9H12O6	174.01644	175.0237136	151.4	0.630079	197.0056556	146	0.474534	173.0091616	131.67	0.42			
Organic Acids	444212	C02341	Trans-Aconitic acid	4023-65-8	C6H6O6	174.01644	175.1153	152.2	0.54	197.0056556	148.3333	0.41	173.099396	131.17	0.16			
Organic Acids	31348		Citrate	126-44-3	C6H5O7-3	192.02634	193.0342778	N/A	N/A	215.0155558	146.3	0.068353	191.0183978	129.4	0.540958			
Organic Acids	19782904	C00158	Citric Acid	77-92-9	C6H8O7	192.02634	193.0342778	148.1	0.375946	215.0155558	145.3333333	0.754793	191.0183978	128.8	0.205415			
Organic Acids	10313505		"Citric 1,5 13C2 Acid"	302912-06-7	C6H8O7	194.027	195.0342778	N/A	N/A	217.0162198	153.3	0.597857	193.0197258	128.967	0.592217			
Organic Acids	16217547		Citric Acid 13C6	287389-42-8	C6H8O7	198.027	199.0342778	146.53333	0.833954	221.0162198	54.23333333	173.2051	197.0197258	N/A	N/A			
Organic Acids	5312		"4,6-Dioxoheptanoic Acid"	51568-18-4	C7H10O4	158.05791	159.065182	N/A	N/A	181.047124	138.7	0.330395	157.05063	130.733	0.15923			
Organic Acids	91637		2-Methylhippuric Acid	42013-20-7	C10H11NO3	193.07389	194.0811656	N/A	N/A	216.0631076	155.7666667	0.14826	192.0666136	152.83	0.26			
Organic Acids	3080745	C04442	3-Deoxy-2-Keto-6 Phosphogluconic Acid Lithium Salt	27244-54-8	C6H11O9P	259.02189	260.0291692	N/A	N/A	282.0111112	N/A	N/A	258.0146172	N/A	N/A			
Organic Acids	23663641		2-Hydroxybutyric acid sodium salt	5094-24-6	C4H7NaO3	104.04734	105.0546178	59.5	173.2051	127.0365598	144.3333333	4.720647	103.0400658	124	0.241935			
Organic Acids	441		3-Hydroxybutyric Acid	300-85-6	C4H8O3	104.04734	105.0546178	110.9	5.388444	127.0365598	N/A	N/A	103.0400658	175.5	8.89			
Organic Acids	23676771		DL-Beta-Hydroxybutyric Acid Sodium Salt	150-83-4	C4H7NaO3	104.04734	105.0546178	N/A	N/A	127.0365598	N/A	N/A	103.0400658	136.8	N/A			
Organic Acids	127	C00642	4-Hydroxyphenylacetic acid	156-38-7	C8H8O3	152.04734	153.0546178	N/A	N/A	175.0365598	N/A	N/A	151.0400658	134.5	0.07			
Organic Acids	979	C01179	4-Hydroxyphenylpyruvic acid	156-39-8	C9H8O4	180.04226	181.0495328	N/A	N/A	203.0314748	N/A	N/A	179.0349808	144.967	0.039826			
Organic Acids	1198	C00311	Isocitrate	320-77-4	C6H8O7	192.02634	193.0342778	N/A	N/A	215.0155558	146	0.118634	191.0183978	129.333	0.590538			
Organic Acids	1198	C00311	DL - Isocitric Acid Trisodium Salt	?320-77-4	C6H8O7	192.027	193.0342778	N/A	N/A	215.0162198	N/A	N/A	191.0197258	131.4	0.622934			
Organic Acids	1198	C00311	DL-Isocitric Acid Trisodium Salt Hydrate	?320-77-4	C6H8O7	192.027	193.0342778	N/A	N/A	215.0162198	145.8333333	0.351881	191.0197258	129.233	0.702123			
Organic Acids	16219408		DL-Glyceric Acid Hemicalcium Salt	207300-72-9	C6H14CaO10	211.04539	212.0526666	N/A	N/A	234.0346086	N/A	N/A	210.0381146	N/A	N/A			
Organic Acids			Formamide	616-052-008	CH3NO	45.021463	46.0287388	N/A	N/A	68.0106808	N/A	N/A	44.0141868	N/A	N/A			
Organic Acids	21883788	C00122	Fumaric Acid	110-17-8	C4H4O4	116.01096	117.0182344	N/A	N/A	139.0001764	132.8666667	0.114967	115.0036824	N/A	N/A			
Organic Acids			Fumaric Acid 13C4	201595-62-2	¹³C?H?O?	120.01096	121.0182344	142.53333	0.10717	143.0001764	132.4333333	0.24273	119.0036824	N/A	N/A			
Organic Acids	108965		Homovanillic acid	60563-13-5	C11H14O4	182.05791	183.065182	N/A	N/A	205.047124	148.7666667	0.310473	181.05063	140	N/A			
Organic Acids	802	C00954	Indoleacetic acid	87-51-4	C10H9NO2	175.06333	176.0706014	137.36667	0.04203	198.0525434	N/A	N/A	174.0560494	133.533	2.234532			
Organic Acids	10855600		Isobutyrylamino Acetic Acid	15926-18-8	C6H11NO3	145.07389	146.0811656	N/A	N/A	168.0631076	N/A	N/A	144.0666136	140.4	0.376888			
Organic Acids	51	C00026	a- Ketoglutaric Acid	328-50-7	C5H6O5	146.02152	147.0287986	N/A	N/A	169.0107406	N/A	N/A	145.0142466	123.767	1.075949			
Organic Acids	71309423		2-Ketoglutarate Acid D6	1173021-86-7	C5H6O5	146.02152	147.0287986	N/A	N/A	169.0107406	N/A	N/A	145.0142466	N/A	N/A			
Organic Acids	3845	C01717	Kynurenic acid	492-27-3	C10H7NO3	189.04259	190.0498672	140.23333	0.108927	212.0318092	148.5	0.178165	188.0353152	136.567	0.498428			
Organic Acids	19789253	C01432	L-(+)-Lactic Acid	79-33-4	C3H6O3	90.031693	91.0389686	N/A	N/A	113.0209106	N/A	N/A	89.069336	119.7	1.236311			
Organic Acids			"DL-Malic Acid 2,3,3-D3"	104596-63-6	C4H6O5	137.02152	138.0287986	N/A	N/A	160.0107406	N/A	N/A	136.0142466	118.233	0.195326			
Organic Acids	20130941	C00711	L-Malic Acid	97-67-6	C4H6O5	134.02152	135.0287986	136.3	0.508305	157.0107406	N/A	N/A	133.0142466	118.233	0.271882			
Organic Acids	10471		Melissic Acid	506-50-3	C30H60O2	452.45931	453.466582	N/A	N/A	475.448524	N/A	N/A	451.45203	N/A	N/A			
Organic Acids	99764		Mevalonic acid	150-97-0	C19H19NO	148.07356	149.0808312	N/A	N/A	171.0627732	136.9666667	0.223051	147.0662792	133.267	0.284087			
Organic Acids	71311891		Mevalonic Acid 5-Pyrophosphate Tetralithium Salt	108869-00-7	C6H10Li4O10P2	248.0742	249.081476	167.2667	0.15	271.063418	127.6333	86.6	247.066924	151.17	1.36			
Organic Acids			Mevalonic Acid 5-Phosphate Trilithium Salt Hydrate	868553-49-5	N/A	228.03989	229.0471638	N/A	N/A	251.0291058	151.4666667	0.647994	227.0326118	139.267	0.271848			
Organic Acids	74563	C06255	2-Oxovaleric acid	1821-02-9	C5H8O3	116.04737	117.0546478	N/A	N/A	139.0365898	130.9333333	0.904753	115.0400958	173.5	0.06			
Organic Acids	970	C00036	Oxaloacetic acid	328-42-7	C4H4O5	132.00521	133.0131494	138.7	0.124877	154.9944274	N/A	N/A	#REF!	N/A	N/A			
Organic Acids	107802		3- Hydroxypentanoic Acid	10237-77-1	C5H10O3	118.06299	119.070267	N/A	N/A	141.052209	N/A	N/A	117.055715	N/A	N/A			
Organic Acids	563	C08276	3-Methylthiopropionic Acid	646-01-5	C4H8O2S	120.0245	121.0317748	N/A	N/A	143.0137168	N/A	N/A	119.0172228	N/A	N/A			
Organic Acids	91493	C00345	6-Phosphogluconic acid	921-62-0	C6H13O10P	276.02463	277.0319088	N/A	N/A	299.0138508	166.2666667	0.069449	275.0173568	144.97	0.04			
Organic Acids	59		2-Phosphoglycerate	2553-59-5	C3H7O7P	185.99228	187.0002162	N/A	N/A	208.9814942	N/A	N/A	184.9843362	126.967	0.120309			
Organic Acids	724	C00597	3-Phosphoglycerate	3443-58-1	C3H7O7P	185.99228	187.0002162	N/A	N/A	208.9814942	N/A	N/A	184.9843362	124.933	0.122267			
Organic Acids	17751038		Quinic acid	77-95-2	C7H12O6	192.06339	193.0706612	145.56667	0.286009	215.0526032	152.9	0.196207	191.0561092	137.733	0.041918			
Organic Acids	1066	C03722	Quinolinic acid	89-00-9	C7H5NO4	167.02186	168.029133	138.23333	0.371227	190.011075	N/A	N/A	166.014581	129.333	0.194583			
Organic Acids			rac-5-Hydroxy Valproic Acid Sodium Salt	1189994-89-5	C8H8D7NaO3	167.15317	168.1604424	N/A	N/A	190.1423844	145.8666667	0.338178	166.1458904	N/A	N/A			
Organic Acids	59701732	D05855	Sodium Citrate Dihydrate	1545801	C6H5Na3O7	192.027	193.0342778	N/A	N/A	215.0162198	146.2	0.236943	191.0197258	128.7	0.0777			
Organic Acids	1110	C00042	Succinic acid	110-15-6	C4H6O4	118.02661	119.0338836	122	0.081967	141.0158256	N/A	N/A	117.0193316	119.2	N/A			
Organic Acids	46782978		Taurochenodeoxycholic Acid Sodium Salt	6009-98-9	C26H44NNaO6S	521.27869	522.2859644	210.96667	0.269533	544.2679064	219.1666667	0.131715	520.2714124	208.667	0.701604			
Steroids	44229111		2-Keto-3-deoxy-D-gluconic acid lithium salt	17510-99-5	C6H9O6-	179.05561	180.062882	N/A	N/A	202.044824	N/A	N/A	178.04833	133.6	0.149701			
Steroids	5994	C00410	Progesterone	57-83-0	C21H30O2	314.2239	315.23118	185.73333	0.350309	337.213122	212.8333333	4.015877	313.216628	N/A	N/A			
Steroids	6238	C01176	17?-Hydroxyprogesterone	68-96-2	C21H30O3	330.21937	331.2266436	186.56667	0.468299	353.2085856	209.1333333	0.683512	329.2120916	186.633	0.688955			
Steroids	44135598		17?-Hydroxypregnenolone	387-79-1	C21H32O3	332.23502	333.2429568	189.43333	0.728284	355.2242348	209.3666667	0.887589	331.2277408	51.8	173.2051			
Steroids	101850	C14552	11 Ketoetiocholanolone	739-27-5	C19H28O3	304.20383	305.2111098	N/A	N/A	327.1930518	N/A	N/A	303.1965578	N/A	N/A			
Steroids	44135598		"2,1-Hydroxypregnenolone"	387-79-1	C21H32O3	332.23513	333.2424082	189.5	0.686016	355.2243502	209.5	0.929256	331.2278562	N/A	N/A			
Steroids	71313073		Aldosterone	52-39-1	C21H28O5	360.19366	361.2009398	195	0.13568	383.1828818	203	0.049261	359.1863878	187.3	0.141257			
Steroids	6128	C00280	Androstenedione	63-05-8	C19H26O2	286.19327	287.2005456	182.96667	0.395382	309.1824876	203.6333333	0.761304	285.1859936	N/A	N/A			
Steroids	160538		B-Cortol	667-65-2	C7H15NO2	368.25626	369.2635366	N/A	N/A	391.2454786	203.5	0.09828	367.2489846	201.567	0.358898			
Steroids	8955	C01953	Pregnenolone	145-13-1	C21H32O2	316.24022	317.2474932	176.3	0.558642	339.2294352	215	0.458086	315.2329412	N/A	N/A			
Steroids	440624	C05299	2-Methoxyestrone	362-08-3	C19H24O3	300.17254	301.1798114	173.53333	0.088025	323.1617534	200.6333333	0.115106	299.1652594	183.567	0.913728			
Steroids	5408		Testosterone	58-22-0	C19H28O2	288.20892	289.2161948	182.83333	0.258477	311.1981368	204.9666667	0.673092	287.2016428	N/A	N/A			
Vitamins	11306073	C12276	Calcium Pantothenate	137-08-6	C18H32CaN2O10	476.16828	477.1755522	203.16667	0.11367	499.1574942	N/A	N/A	475.1610002	N/A	N/A			
Vitamins	171548	C00120	D-Biotin	58-85-5	C10H16N2O3S	244.08816	245.0954346	153.33333	0.135761	267.0773766	163.5666667	0.554745	243.0808826	158.867	0.404685			
Vitamins	936	C00153	Niacinamide	98-92-0	C6H6N2O	122.04801	123.0552866	131.16667	0.793519	145.0372286	149.4333333	3.170976	121.0407346	N/A	N/A			
Vitamins	1051	C00018	Pyridoxal 5'-Phosphate Hydrate	853645-22-4	C8H10NO6P	247.02457	248.031849	153.93333	0.478851	270.013791	164.1666667	0.565984	246.017297	N/A	N/A			
Vitamins	1050	C00250	Pyridoxal Hydrochloride	65-22-5	C8H9NO3	167.05824	168.0655164	134.7	0.589254	190.0474584	N/A	N/A	166.0509644	131.8	0.723778			
Vitamins	1052	C00534	Pyridoxamine Dihydrochloride	524-36-7	C8H12N2O2	168.08987	169.0971492	135.06667	0.170982	191.0790912	147.7	0.203114	167.0825972	139.367	0.289987			
Vitamins	493570	C00255	Riboflavin	83-88-5	C17H20N4O6	376.13828	377.145554	191.4	0.138232	399.127496	198.3333333	0.162078	375.131002	188.333	0.081108			
Vitamins	60205005		Vitamin B12	68-19-9	C63H88CoN14O14P	1354.5674	1355.574648	199.46667	1.209805	1377.55659	196.9666667	0.508546	1353.560096	337.167	0.491241			
Vitamins	5282367	D00100	Vitamin K2	863-61-6	C31H40O2	444.30281	445.31009	197.6	0.220592	467.292032	N/A	N/A	443.295538	N/A	N/A			
Endogenous	7243	C14402	"1,2 Phenylenediamine"	95-54-5	C6H8N2	108.06874	109.0760208	129.26667	0.381605	131.0579628	N/A	N/A	107.0614688	N/A	N/A			
Endogenous	78821		1-Methyladenine	5142-22-3	C6H7N5	149.07014	150.0774182	127.66667	0.119649	172.0593602	N/A	N/A	148.0628662	130.267	0.269592			
Endogenous	3614	C05127	1-Methylhistamine Dihydrochloride	501-75-7	C6H11N3	125.09529	126.1025686	121.9	0.082034	148.0845106	N/A	N/A	124.0880166	N/A	N/A			
Endogenous	2761491		2-Chloro-L-Phenylalanine	103616-89-3	C9H10ClNO2	199.04	200.047279	148.06667	0.237183	222.029221	N/A	N/A	198.032727	N/A	N/A			
Endogenous	105085	C02932	"3,4-Dihydroxypyridine"	10182-48-6	C5H5NO2	111.03203	112.039303	126.06667	0.915944	134.021245	N/A	N/A	110.024751	N/A	N/A			
Endogenous	67532	C03224	"3,5-Dibromo-L-tyrosine"	300-38-9	C9H9Br2NO3	336.89491	337.9021884	168.7	0.213726	359.8841304	N/A	N/A	335.8876364	155.667	0.037089			
Endogenous	10948203		3-Hydroxy-2-Methylbutanal	99506-67-9	C5H10O2	102.06808	103.075352	N/A	N/A	125.057294	N/A	N/A	101.0608	N/A	N/A			
Endogenous	439168	C00118	D-Glyceraldehyde 3-Phosphate	591-57-1	C3H7O6P	169.99736	171.0053012	135.13333	0.085449	192.9865792	149.5666667	0.154406	168.9894212	127.133	0.120151			
Endogenous	204	C01551	Allantoin	97-59-6	C4H6N4O3	158.04399	159.0512646	151.66667	0.711151	181.0332066	144.8333333	0.459723	157.0367126	127.7	0.156617			
Endogenous	16219123		B-Chloro-DL-Alanine	13215-35-5	C3H7Cl2NO2	123.0087	124.0159806	N/A	N/A	145.9979226	N/A	N/A	122.0014286	N/A	N/A			
Endogenous	2336	C07535	Benzo[a]pyrene	50-32-8	C20H12	252.0939	253.1011712	N/A	N/A	275.0831132	N/A	N/A	251.0866192	N/A	N/A			
Endogenous	5280373	C00814	Biochanin A	491-80-5	C16H12O5	284.06847	285.0757462	N/A	N/A	307.0576882	N/A	N/A	283.0611942	169.5	0.117994			
