main_class	subclass	Catalog	Company	KEGG	PubChem CID	InChi	Neutral Name	cas	formula	mass	mPlusH	mPlusHCCS	mPlusHRsd	mPlusNa	mPlusNaCCS	mPlusNaRsd	mMinusH	mMinusHCCS	mMinusHRsd	mPlusDot	mPlusDotCCS	mPlusDotRsd	mPlusTwoH	mPlusTwoHCCS	mPlusTwoHRsd
Secondary Metabolites	Phenolics	W228613	Sigma-Aldrich	C00903	637511	KJPRLNWUNMBNBZ-QPJJXVBHSA-N	Cinnamaldehyde	104-55-2	C9H8O	132.0575118	133.0647878	134.2511154	0.043236416	155.0467298	N/A	N/A	131.0502358	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Secondary Metabolites	Phenolics	H24003	Sigma-Aldrich	C09315	5281426	ORHBXUUXSCNDEV-UHFFFAOYSA-N	Umbelliferone	93-35-6	C9H6O3	162.0316926	163.0389686	N/A	N/A	185.0209106	154.4591589	0.075159506	161.0244166	130.5647393	0.117622579	N/A	N/A	N/A	N/A	N/A	N/A
Secondary Metabolites	Phenolics	D7802	Sigma-Aldrich	C10208	5281708	ZQSIJRDFPHDXIC-UHFFFAOYSA-N	Daidzein	486-66-8	C15H10O4	254.057906	255.065182	157.2333333	0.03671933	277.047124	173.1333333	0.066694294	253.05063	162.3333333	0.25646809	N/A	N/A	N/A	N/A	N/A	N/A
Secondary Metabolites	Phenolics	I3766	Sigma-Aldrich	C08650	638278	DXDRHHKMWQZJHT-FPYGCLRLSA-N	Isoliquiritigenin	961-29-5	C15H12O4	256.0735552	257.0808312	165.0491121	0.186094444	279.0627732	187.3684438	0.591046741	255.0662792	164.2448119	0.429938941	N/A	N/A	N/A	N/A	N/A	N/A
Secondary Metabolites	Phenolics	G6649	Sigma-Aldrich	C06563	5280961	 TZBJGXHYKVUXJN-UHFFFAOYSA-N	Genistein	446-72-0	C15H10O5	270.052821	271.060097	163.3	0.42865891	293.042039	177.6666667	0.30999459	269.045545	164.1333333	0.070351373	N/A	N/A	N/A	N/A	N/A	N/A
Secondary Metabolites	Phenolics	80614	Sigma-Aldrich	C16419	73201	ORJDDOBAOGKRJV-AWEZNQCLSA-N	Pinostrobin	75291-74-6	C16H14O4	270.0892044	271.0964804	164.2448119	0.548636183	293.0784224	N/A	N/A	269.0819284	168.8025133	0.975027132	N/A	N/A	N/A	N/A	N/A	N/A
Secondary Metabolites	Phenolics	82415	Sigma-Aldrich	C10521	5281804	KQMVAGISDHMXJJ-UHFFFAOYSA-N	Prunetin	552-59-0	C16H12O5	284.0684702	285.0757462	166.2555625	0.485031623	307.0576882	181.4367296	0.822513634	283.0611942	175.1698902	0.033136614	N/A	N/A	N/A	N/A	N/A	N/A
Secondary Metabolites	Terpenoids	A1049	Sigma-Aldrich	C06082	5280896	JLIDBLDQVAYHNE-YKALOCIXSA-N	Abscisic Acid	21293-29-8	C15H20O4	264.136152	265.143428	160.5584358	0.062617408	287.12537	176.1752655	0.200411903	263.128876	174.3991024	0.033283067	N/A	N/A	N/A	N/A	N/A	N/A
Secondary Metabolites	Terpenoids	36483	Sigma-Aldrich	C01433	87691	AMBQHHVBBHTQBF-UOUCRYGSSA-N	Loganin	18524-94-2	C17H26O10	390.1525896	391.1598656	N/A	N/A	413.1418076	195.6460338	0.089005694	389.1453136	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Secondary Metabolites	Terpenoids	6279	Sigma-Aldrich	C10077	5281647	AEDDIBAIWPIIBD-ZJKJAXBQSA-N	Mangiferin	4773-96-0	C19H18O11	422.0849078	423.0921838	196.6178966	0.078107648	445.0741258	N/A	N/A	421.0776318	195.8135964	0.118572706	N/A	N/A	N/A	N/A	N/A	N/A
Secondary Metabolites	Terpenoids	W247502	Sigma-Aldrich	C10454	7127	ZYEMGPIYFIJGTP-UHFFFAOYSA-N	Methyleugenol	93-15-2	C11H14O2	178.0993744	179.1066504	138.9428668	0.0723589	201.0885924	160.3573607	0.062695925	177.0920984	133.6814027	0.229760626	N/A	N/A	N/A	N/A	N/A	N/A
Secondary Metabolites	Terpenoids	456055	Sigma-Aldrich	C06076	6616	CRPUJAZIXJMDBK-UHFFFAOYSA-N	Camphene	79-92-5	C10H16	136.1251936	137.1324696	130.6317643	0.567299753	159.1144116	133.0111525	0.07558579	135.1179176	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Secondary Metabolites	Terpenoids	89231	Sigma-Aldrich	C09906	261491	USMNOWBWPHYOEA-MRTMQBJTSA-N	Thujone	546-80-5	C10H16O	152.1201086	153.1273846	141.8249426	0.081854953	175.1093266	N/A	N/A	151.1128326	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Secondary Metabolites	Terpenoids	L2602	Sigma-Aldrich	C03985	6549	CDOSHBSSFJOMGT-UHFFFAOYSA-N	Linalool	78-70-6	C10H18O	154.1357578	155.1430338	N/A	N/A	177.1249758	140.5514673	0.357653791	153.1284818	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Secondary Metabolites	Terpenoids	148075	Sigma-Aldrich	C00809	2537	DSSYKIVIOFKYAU-UHFFFAOYSA-N	Camphor	76-22-2	C10H16O	152.1201086	153.1273846	142.7968054	0.107546954	175.1093266	N/A	N/A	151.1128326	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Secondary Metabolites	Terpenoids	50741	Sigma-Aldrich	C01852	161276	CSKKDSFETGLMSB-NRZPKYKESA-N	Secologanin	19351-63-4	C17H24O10	388.1369404	389.1442164	N/A	N/A	411.1261584	191.9596577	0.109025803	387.1296644	191.5910201	0.298385904	N/A	N/A	N/A	N/A	N/A	N/A
Secondary Metabolites		95350	Sigma-Aldrich	C00552	447315	FEWJPZIEWOKRBE-XIXRPRMCSA-N	Meso-Tartaric Acid	147-73-9	C4H6O6	150.0164376	151.0237142	N/A	N/A	173.0062076	N/A	N/A	149.0102	120.8666667	0.252762035	N/A	N/A	N/A	N/A	N/A	N/A
Secondary Metabolites		G0049000	Sigma-Aldrich	C01697	11850	FBPFZTCFMRRESA-GUCUJZIJSA-N	Galactitol	608-66-2	C6H14O6	182.07838	183.08632	N/A	N/A	205.06815	145.9134689	0.143431282	181.07044	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Xenobiotics	Pesticides/Herbicides/Fungicides	45521	Sigma-Aldrich	C01705	3496	XDDAORKBJWWYJS-UHFFFAOYSA-N	Glyphosate	1071-83-6	C3H8NO5P	169.0140088	170.0212854	N/A	N/A	192.0035	141.1666667	0.081796968	168.0065	129.0333333	0.118382219	N/A	N/A	N/A	N/A	N/A	N/A
Xenobiotics	Pesticides/Herbicides/Fungicides	45520	Sigma-Aldrich	C05042	4794	IAJOBQBIJHVGMQ-UHFFFAOYSA-N	Glufosinate	77182-82-2	C5H15N2O4P	181.0502768	182.0575528	140.1493171	0.436353123	204.0394948	142.6962679	0.73332527	180.0430008	135.4240532	0	N/A	N/A	N/A	N/A	N/A	N/A
Xenobiotics	Pesticides/Herbicides/Fungicides	T8904	Sigma-Aldrich	C07131	5430	WJCNZQLZVWNLKY-UHFFFAOYSA-N	Thiabendazole	148-79-8	C10H7N3S	201.0359508	202.0438908	N/A	N/A	224.0257208	164.1666667	0.887613929	200.0280108	144.6	0.453488141	N/A	N/A	N/A	N/A	N/A	N/A
Xenobiotics	Pesticides/Herbicides/Fungicides	36165	Sigma-Aldrich	C14332	30479	 FOXFZRUHNHCZPX-UHFFFAOYSA-N	Metribuzin	21087-64-9	C8H14N4OS	214.088712	215.096652	150.5	0.175797429	237.078482	171.2666667	0.321578662	213.080772	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Xenobiotics	Pesticides/Herbicides/Fungicides	49085	Sigma-Aldrich	C06551	2256	MXWJVTOOROXGIU-UHFFFAOYSA-N	Atrazine	1912-24-9	C8H14ClN5	215.0931034	216.1003794	150.7392703	0.038507132	238.0823214	N/A	N/A	214.0858274	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Xenobiotics	Pesticides/Herbicides/Fungicides	45430	Sigma-Aldrich	C18597	3030	IWEDIXLBFLAXBO-UHFFFAOYSA-N	Dicamba	1918-00-9	C8H6Cl2O3	219.9693986	220.9766746	N/A	N/A	242.9586166	157.2071848	0.036922848	218.9621226	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Xenobiotics	Pesticides/Herbicides/Fungicides	D2425	Sigma-Aldrich	C18428	3120	XMTQQYYKAHVGBJ-UHFFFAOYSA-N	Diuron	330-54-1	C9H10Cl2N2O	232.016351	233.023627	153.3197336	0.571658878	255.005569	162.7032364	0.397266767	231.009075	149.8679451	0.279293292	N/A	N/A	N/A	N/A	N/A	N/A
Xenobiotics	Pesticides/Herbicides/Fungicides	45502	Sigma-Aldrich	C18853	16562	 RZILCCPWPBTYDO-UHFFFAOYSA-N	Fluometuron	2164-17-2	C10H11F3N2O	232.0822278	233.0901678	152.2	0.173833857	255.0719978	161.2	0.434243176	231.0742878	148.3333333	0.03892249	N/A	N/A	N/A	N/A	N/A	N/A
Xenobiotics	Pesticides/Herbicides/Fungicides	36774	Sigma-Aldrich	C14310	15965	NQQVFXUMIDALNH-UHFFFAOYSA-N	Picloram	1918-02-1	C6H3Cl3N2O2	239.9260108	240.9332868	142.8303179	0.266490302	262.9152288	156.369372	0.225796266	238.9187348	136.8650912	0.296874526	N/A	N/A	N/A	N/A	N/A	N/A
Xenobiotics	Pesticides/Herbicides/Fungicides	45677	Sigma-Aldrich	C18811	13450	IROINLKCQGIITA-UHFFFAOYSA-N	Terbutryn	886-50-0	C10H19N5S	241.1361094	242.1433854	161.228686	0.360018875	264.1253274	N/A	N/A	240.1288334	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Xenobiotics	Pesticides/Herbicides/Fungicides	46102	Sigma-Aldrich	C18462	86398	MUJOIMFVNIBMKC-UHFFFAOYSA-N	Fludioxonil	131341-86-1	C12H6F2N2O2	248.0396166	249.0475566	N/A	N/A	271.0293866	165.7	0.104529319	247.0316766	148.3	0.116793716	N/A	N/A	N/A	N/A	N/A	N/A
Xenobiotics	Pesticides/Herbicides/Fungicides	36129	Sigma-Aldrich	C10926	39965	CAWXEEYDBZRFPE-UHFFFAOYSA-N	Hexazinone	51235-04-2	C12H20N4O2	252.158618	253.165894	163.1724116	0.1630161	275.147836	179.493004	0.11659817	251.151342	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Xenobiotics	Pesticides/Herbicides/Fungicides	sc-211562	Santa Cruz Biotechnology	C15548	57369524	AQTKXCPRNZDOJU-KRQWFDNZSA-N	2-(β-Glucosyl)glycerol	10588-30-4	C9H18O8	254.1001628	255.1074394	N/A	N/A	277.0925	160.5	0	253.0918	157.2666667	0.036711547	N/A	N/A	N/A	N/A	N/A	N/A
Xenobiotics	Pesticides/Herbicides/Fungicides	37877	Sigma-Aldrich		54738	CLQMBPJKHLGMQK-UHFFFAOYSA-N	Imazapyr	81334-34-1	C13H15N3O3	261.111336	262.118612	157.8104099	0.424187393	284.100554	176.0747279	0.263730614	260.10406	164.9485746	0.195929516	N/A	N/A	N/A	N/A	N/A	N/A
Xenobiotics	Pesticides/Herbicides/Fungicides	33379	Sigma-Aldrich	C10925	1988	VTNQPKFIQCLBDU-UHFFFAOYSA-N	Acetochlor	34256-82-1	C14H20ClNO2	269.118249	270.125525	160.0892606	0.322269297	292.107467	174.6001775	0.119865605	268.110973	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Xenobiotics	Pesticides/Herbicides/Fungicides	35191	Sigma-Aldrich	C11019	38479	CHIFOSRWCNZCFN-UHFFFAOYSA-N	Pendimethalin	40487-42-1	‎C13H19N3O4	281.1375494	282.1448254	162.6026989	0.071395334	304.1267674	187.770594	0.322740341	280.1302734	167.4620128	0.592301324	N/A	N/A	N/A	N/A	N/A	N/A
Xenobiotics	Pesticides/Herbicides/Fungicides	36163	Sigma-Aldrich	C10953	4169	WVQBLGZPHOPPFO-UHFFFAOYSA-N	Metolachlor	51218-45-2	C15H22ClNO2	283.1338982	284.1411742	161.4632735	0.186799502	306.1231162	175.8401404	0.580268243	282.1266222	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Xenobiotics	Pesticides/Herbicides/Fungicides	32096	Sigma-Aldrich		44146693	YFONKFDEZLYQDH-BOURZNODSA-N	Indaziflam	950782-86-2	C16H20FN5	301.1702652	302.1775412	169.2716884	0.090726108	324.1594832	174.6001775	0.166223686	300.1629892	180.6659418	0.200642809	N/A	N/A	N/A	N/A	N/A	N/A
Xenobiotics	Pesticides/Herbicides/Fungicides	32918	Sigma-Aldrich	C18442	91763	FMGZEUWROYGLAY-UHFFFAOYSA-N	Halosulfuron-methyl	100784-20-1	C13H15ClN6O7S	434.041143	435.048419	196.4838466	0.295420571	457.030361	201.4101856	0.484818712	433.033867	195.3444212	0.1855662	N/A	N/A	N/A	N/A	N/A	N/A
Xenobiotics		D8885	Sigma-Aldrich	C06772	8113	ZBCBWPMODOFKDW-UHFFFAOYSA-N	Diethanolamine	111-42-2	C4H11NO2	105.078316	106.086256	123.3260371	0.611865774	128.068086	N/A	N/A	104.070376	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Xenobiotics	Antibiotic	S9251	Sigma-Aldrich	D08543	5333	FDDDEECHVMSUSB-UHFFFAOYSA-N	Sulfanilamide	63-74-1	C6H8N2O2S	172.0299828	174.0234	156.0666667	0.097876457	195.02	152.7666667	0.54897428	171.0244	141.7	0.07057163	N/A	N/A	N/A	N/A	N/A	N/A
Xenobiotics	Drug	CDS021691	Sigma-Aldrich	C00329	439213	MSWZFWKMSRAUBD-IVMDWMLBSA-N	D-Glucosamine	3416-24-8	C6H13NO5	179.07871	180.08665	135.5916158	0.238350241	202.06848	147.1869443	0.068306011	178.07077	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Xenobiotics	Drug	A5376	Sigma-Aldrich	D00109	2244	BSYNRYMUTXBXSQ-UHFFFAOYSA-N	Acetylsalicylic Acid	50-78-2	C9H8O4	180.0415928	181.0488694	N/A	N/A	203.0334	146.8	0.068119891	179.0343162	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Xenobiotics		IMPC-051-03	Sigma-Aldrich	C13747	4687	QUNWUDVFRNGTCO-UHFFFAOYSA-N	Paraxanthine	611-59-6	C7H8N4O2	180.06407	181.07201	135.6251283	0.074128984	203.05384	N/A	N/A	179.05613	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Xenobiotics		T1633	Sigma-Aldrich	C07130	2153	ZFXYFBGIUFBOJW-UHFFFAOYSA-N	Theophylline	58-55-9	C7H8N4O2	180.06407	181.07201	143.0649055	0.070274069	203.05384	149.6333575	0.102633274	179.05613	135.7926908	0.154121372	N/A	N/A	N/A	N/A	N/A	N/A
Xenobiotics		C0750	Sigma-Aldrich	C07481	2519	RYYVLZVUVIJVGH-UHFFFAOYSA-N	Caffeine	58-08-2	C8H10N4O2	194.07972	195.08766	145.4	0.068775791	217.06949	142.9333333	0.040392976	193.07178	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Xenobiotics					75318	YWWHKOHZGJFMIE-UHFFFAOYSA-N	Monoethyl Phthalic Acid	2306-33-4	C10H10O4	194.057906	195.065182	N/A	N/A	217.047124	155.6656093	0.162536802	193.05063	148.2258321	0.576864157	N/A	N/A	N/A	N/A	N/A	N/A
Xenobiotics		D1411	Sigma-Aldrich	C01909	643	AUTOLBMXDDTRRT-UHFFFAOYSA-N	d-Desthiobiotin	533-48-2	C10H18N2O3	214.1317358	215.1390118	145.7794188	0	237.1209538	159.1173978	0.291836699	213.1244598	158.011485	0.097191425	N/A	N/A	N/A	N/A	N/A	N/A
Xenobiotics		W512206	Sigma-Aldrich	C14175	6781	 FLKPEMZONWLCSK-UHFFFAOYSA-N	Diethyl Pthalic Acid	84-66-2	C12H14O4	222.089089	223.097029	N/A	N/A	245.078859	165.2333333	0.344133995	221.081149	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Xenobiotics	Drug	N8280	Sigma-Aldrich	D00118	156391	CMWTZPSULFXXJA-VIFPVBQESA-N	Naproxen	22204-53-1	C14H14O3	230.0936254	231.1023	154.8333333	0.0372885	253.0853	163.8666667	0.035232929	229.0863488	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Xenobiotics	Antibiotic	A9393	Sigma-Aldrich	C06574	6249	AVKUERGKIZMTKX-NJBDSQKTSA-N	Ampicillin	69-53-4	C16H19N3O4S	349.1096214	350.125	193.1666667	0.029888711	372.1042	187.9333333	0.030721015	348.0996	191.2	0.239674461	N/A	N/A	N/A	N/A	N/A	N/A
Xenobiotics	Drug	I7378	Sigma-Aldrich	C01926	3715	CGIGDMFJXJATDK-UHFFFAOYSA-N	Indomethacin	53-86-1	C19H16ClNO4	357.0767806	358.0840566	183.5480177	0.478559154	380.0659986	195.9811589	0.562738805	356.0695046	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Xenobiotics	Antibiotic	87128	Sigma-Aldrich	C06570	54675776	NWXMGUDVXFXRIG-WESIUVDSSA-N	Tetracycline	60-54-8	C22H24N2O8	444.1532584	445.1629	198.4833333	0.17860187	467.1482	212.5	0.098711421	443.1434	200.9333333	0.028733424	N/A	N/A	N/A	N/A	N/A	N/A
Xenobiotics	Drug	PHR1541	Sigma-Aldrich	C03479	6006	VVIAGPKUTFNRDU-ABLWVSNPSA-N	Leucovorin Calcium	1492-18-8	C20H21CaN7O7	473.165888	474.1737134	198.7962098	0.077251782	496.1556588	N/A	N/A	472.1580642	202.3485358	0.617245616	N/A	N/A	N/A	N/A	N/A	N/A
Microbial		P2519	Sigma-Aldrich	C00408	439227	HXEACLLIILLPRG-YFKPBYRVSA-N	L-Pipecolic Acid	3105-95-1	C6H11NO2	129.078316	130.086256	130.9333769	0.319682518	152.068086	N/A	N/A	128.070376	133.8154527	0.198779212	N/A	N/A	N/A	N/A	N/A	N/A
Microbial		T90344	Sigma-Aldrich	C00483	5610	DZGWFCGJZKJUFP-UHFFFAOYSA-N	Tyramine	51-67-2	C8H11NO	137.0840593	121.0653364	123.4265746	0.12442508	145.062931	139.9817546	0.832431824	119.0496872	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Microbial		S3007	Sigma-Aldrich	C00805	338	YGSDEFSMJLZEOE-UHFFFAOYSA-N	Salicylic Acid	54-21-7	C7H6O3	138.03106	139.039	N/A	N/A	161.02083	N/A	N/A	137.02312	123.3595496	0.355248488	N/A	N/A	N/A	N/A	N/A	N/A
Microbial		06711	Sigma-Aldrich	C00815	1081	XFTRTWQBIOMVPK-UHFFFAOYSA-N	Citramalic Acid	2306-22-1	C5H8O5	148.0371718	149.1315	N/A	N/A	171.0269418	N/A	N/A	147.0306	124.8666667	0.092474683	N/A	N/A	N/A	N/A	N/A	N/A
Microbial		193747	Sigma-Aldrich	C00398	1150	APJYDQYYACXCRM-UHFFFAOYSA-N	Tryptamine	61-54-1	C10H12N2	160.100432	144.08132	128.4199386	0.045199656	168.0789146	N/A	N/A	142.0656708	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Microbial		5616	Sigma-Aldrich	C02637	439774	SLWWJZMPHJJOPH-PHDIDXHHSA-N	3-Dehydroshikimic Acid	2922-42-1	C7H8O5	172.03651	173.04445	132.7333333	0.086994013	195.02628	N/A	N/A	171.02857	136.7666667	0.084428506	N/A	N/A	N/A	N/A	N/A	N/A
Microbial		A86805	Sigma-Aldrich	C06333	6926	ZMCHBSMFKQYNKA-UHFFFAOYSA-N	Aniline-2-sulfonic Acid	88-21-1	C6H7NO3S	173.0146632	174.0219398	N/A	N/A	196.0028	153.2333333	0.099686224	172.0102	133.9	0.129354056	N/A	N/A	N/A	N/A	N/A	N/A
Microbial		S5375	Sigma-Aldrich	C00493	8742	JXOHGGNKMLTUBP-HSUXUTPPSA-N	Shikimic Acid	138-59-0	C7H10O5	174.052157	175.060097	149.4993074	0.293133755	197.041927	N/A	N/A	173.044217	140.5514673	0.123894908	N/A	N/A	N/A	N/A	N/A	N/A
Microbial		89469	Sigma-Aldrich	C00666	439283	GMKMEZVLHJARHF-WHFBIAKZSA-N	LL-2,6-Diaminoheptanedioic Acid	583-93-7	C7H14N2O4	190.0947	191.10264	142.5287054	0.107749252	213.08447	N/A	N/A	189.08676	140.0152671	0.395469403	N/A	N/A	N/A	N/A	N/A	N/A
Microbial		D9628	Sigma-Aldrich	C00355	6047	WTDRDQBEARUVNC-UHFFFAOYSA-N	3,4-Dihydroxy-L-phenylalanine	59-92-7	C9H11NO4	197.0686892	198.0766292	154.2915964	0.15048226	220.0584592	151.1079079	0.115239575	196.0607492	144.2713559	0.303756024	N/A	N/A	N/A	N/A	N/A	N/A
Microbial		H9772	Sigma-Aldrich	C00643	439280	LDCYZAJDBXYCGN-VIFPVBQESA-N	5-Hydroxy-L-Tryptophan	4350-09-8	C11H12N2O3	220.0841242	221.0920642	157.877435	0.097273948	243.0738942	156.4699095	0.561376844	219.0761842	153.7218837	0.065402224	N/A	N/A	N/A	N/A	N/A	N/A
Microbial		1327408	Sigma-Aldrich	C01020	72924	BLHCMGRVFXRYRN-UHFFFAOYSA-N	6-Hydroxynicotinate	5006-66-6	C6H5NO3	139.0269	140.0339	136.43	0.11	162.1119	N/A	N/A	138.0198	125.73	0.59	N/A	N/A	N/A	N/A	N/A	N/A
Xenobiotics	PAH	84679	Sigma-Aldrich	C00829	931	UFWIBTONFRDIAS-UHFFFAOYSA-N	Naphthalene	91-20-3	C10H8	128.0625968	129.0704218	120.2763987	0.315232892	N/A	N/A	N/A	N/A	N/A	N/A	128.0625968	118.8353607	0.182762005	N/A	N/A	N/A
Xenobiotics	PAH	M56808	Sigma-Aldrich	C14082	7002	QPUYECUOLPXSFR-UHFFFAOYSA-N	1-methylnaphthalene	90-12-0	C11H10	142.078246	143.086071	125.2027376	0.136483392	N/A	N/A	N/A	N/A	N/A	N/A	142.078246	123.4935996	0.138372307	N/A	N/A	N/A
Xenobiotics	PAH	M57006	Sigma-Aldrich	C14098	7055	QIMMUPPBPVKWKM-UHFFFAOYSA-N	2-methylnaphthalene	91-57-6	C11H10	142.078246	143.086071	124.566	0.11414153	N/A	N/A	N/A	N/A	N/A	N/A	142.078246	123.191987	0.038471533	N/A	N/A	N/A
Xenobiotics	PAH	416703	Sigma-Aldrich		9161	HXGDTGSAIMULJN-UHFFFAOYSA-N	Acenaphthylene	208-96-8	C12H8	152.0625968	153.0704218	125.7054253	0.09975093	N/A	N/A	N/A	N/A	N/A	N/A	152.0625968	124.8005875	0.03797566	N/A	N/A	N/A
Xenobiotics	PAH	215376	Sigma-Aldrich		6734	CWRYPZZKDGJXCA-UHFFFAOYSA-N	Acenaphthene	83-32-9	C12H10	154.078246	155.086071	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	154.078246	128.5	0.11005553	N/A	N/A	N/A
Xenobiotics	PAH	360740	Sigma-Aldrich	C14329	11317	QNLZIZAQLLYXTC-UHFFFAOYSA-N	1, 2-Dimethylnaphthalene	573-98-8	C12H12	156.0938952	157.1017202	130.9333769	0.345296585	N/A	N/A	N/A	N/A	N/A	N/A	156.0938952	128.3529136	0.147698544	N/A	N/A	N/A
Xenobiotics	PAH	250937	Sigma-Aldrich	C14217	11328	CBMXCNPQDUJNHT-UHFFFAOYSA-N	1,6-Dimethylnaphthalene	575-43-9	C12H12	156.0938952	157.1017202	130.1290766	0.192719927	N/A	N/A	N/A	N/A	N/A	N/A	156.0938952	127.8167134	0.098103235	N/A	N/A	N/A
Xenobiotics	PAH	279919	Sigma-Aldrich		11396	LRQYSMQNJLZKPS-UHFFFAOYSA-N	2, 7-Dimethylnaphthalene	582-16-1	C12H12	156.0938952	157.1017202	131.0004019	0.108535193	N/A	N/A	N/A	N/A	N/A	N/A	156.0938952	N/A	N/A	N/A	N/A	N/A
Xenobiotics	PAH	128333	Sigma-Aldrich	C07715	6853	NIHNNTQXNPWCJQ-UHFFFAOYSA-N	Fluorene	86-73-7	C13H10	166.078246	167.086071	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	166.078246	130.9	0.124751196	N/A	N/A	N/A
Xenobiotics	PAH	31581	Sigma-Aldrich	C14315	8418	MWPLVEDNUUSJAV-UHFFFAOYSA-N	Anthracene	120-12-7	C14H10	178.078246	179.086071	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	178.078246	133.0666667	0.141704766	N/A	N/A	N/A
Xenobiotics	PAH	P10801	Sigma-Aldrich		11050	WWBGWPHHLRSTFI-UHFFFAOYSA-N	Perinaphthenon	548-39-0	C13H8O	180.0575118	181.0653368	134.5862405	0.553439013	N/A	N/A	N/A	N/A	N/A	N/A	180.0575118	N/A	N/A	N/A	N/A	N/A
Xenobiotics	PAH	A201	Sigma-Aldrich	C02807	6724	AFPRJLBZLPBTPZ-UHFFFAOYSA-N	Acenaphthenequinone	82-86-0	C12H6O2	182.0367776	183.0446026	145.5113187	1.495055953	N/A	N/A	N/A	N/A	N/A	N/A	182.0367776	N/A	N/A	N/A	N/A	N/A
Xenobiotics	PAH	M29401	Sigma-Aldrich		11936	GYMFBYTZOGMSQJ-UHFFFAOYSA-N	2-Methylanthracene	613-12-7	C15H12	192.0938952	193.1017202	138.6077417	0.298085784	N/A	N/A	N/A	N/A	N/A	N/A	192.0938952	137.2672413	0.282613206	N/A	N/A	N/A
Xenobiotics	PAH	M29606	Sigma-Aldrich		13068	CPGPAVAKSZHMBP-UHFFFAOYSA-N	9-Methylanthracene	779-02-2	C15H12	192.0938952	193.1017202	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	192.0938952	136.4294285	0.06016924	N/A	N/A	N/A
Xenobiotics	PAH	82648	Sigma-Aldrich	C14335	31423	BBEAQIROQSPTKN-UHFFFAOYSA-N	Pyrene	129-00-0	C16H10	202.078246	203.086071	137.971004	0.090883104	N/A	N/A	N/A	N/A	N/A	N/A	202.078246	137.5018288	0.191908552	N/A	N/A	N/A
Xenobiotics	PAH	423947	Sigma-Aldrich	C19425	9154	GVEPBJHOBDJJJI-UHFFFAOYSA-N	Fluoranthene	206-44-0	C16H10	202.07825	203.086075	138.8423292	0	N/A	N/A	N/A	N/A	N/A	N/A	202.07825	138.3396416	0.059338414	N/A	N/A	N/A
Xenobiotics	PAH	D2979	TCI Chemicals		69170	OGVRJXPGSVLDRD-UHFFFAOYSA-N	2, 3-Dimethylanthracene	613-06-9	C16H14	206.1095444	207.1173694	146.1480564	0.085798151	N/A	N/A	N/A	N/A	N/A	N/A	206.1095444	N/A	N/A	N/A	N/A	N/A
Xenobiotics	PAH	D1235	TCI Chemicals		15304	OMIBPZBOAJFEJS-UHFFFAOYSA-N	3,6-Dimethylphenanthrene	1576-67-6	C16H14	206.1095444	207.1173694	145.5783438	0.056387885	N/A	N/A	N/A	N/A	N/A	N/A	206.1095444	144.4389184	0.086813396	N/A	N/A	N/A
Xenobiotics	PAH	A90004	Sigma-Aldrich	C16207	6780	RZVHIXYEVGDQDX-UHFFFAOYSA-N	Anthraquinone	84-65-1	C14H8O2	208.0524268	209.0602518	141.8919677	0.133605438	N/A	N/A	N/A	N/A	N/A	N/A	208.0524268	N/A	N/A	N/A	N/A	N/A
Xenobiotics	PAH	T82600	Sigma-Aldrich	C19541	9170	SLGBZMMZGDRARJ-UHFFFAOYSA-N	Triphenylene	217-59-4	C18H12	228.0938952	229.1017202	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	228.0938952	144.807556	0.032728849	N/A	N/A	N/A
